AAPL,MSI,SBUX
183.729996,140.089996,70.739998
186.119996,140.639999,70.669998
188.020004,140.5,70.839996
186.53,140.460007,71.379997
188.160004,138.699997,71.629997
195.089996,140.639999,72.260002
191.050004,138.639999,71.959999
188.740004,138.639999,72.300003
186.789992,140.399994,72.959999
188.47,139.369995,72.739998
188.72,139.190002,73.959999
189.949996,140.419998,74.339996
191.240004,141.320007,73.959999
194.020004,141.669998,74.269997
195.350008,142.289993,74.330002
195.690004,140.679993,74.349998
197.0,140.660004,75.029999
200.100008,140.630005,75.199997
199.5,140.779999,75.120003
200.619996,142.699997,75.480003
198.949996,143.050003,75.870003
198.869996,143.229996,76.650002
199.229996,143.570007,76.160004
199.25,144.809998,75.699997
203.130004,143.619995,75.120003
203.86,143.360001,76.059998
204.53,144.119995,75.400002
207.479996,146.070007,75.989998
207.160004,146.990005,76.389999
205.28,145.539993,77.110001
204.300004,146.259995,77.449997
204.61,145.259995,76.910004
200.67,144.910004,77.68
210.520004,142.729996,77.519997
209.149992,142.350006,77.470001
211.75,143.619995,78.050003
208.479996,142.279999,78.059998
202.86,141.75,77.959999
202.899992,143.050003,78.050003
200.72,145.229996,77.900002
197.179992,148.429993,78.419998
185.72,143.229996,76.68
188.660004,144.630005,77.059998
190.92,145.179993,77.760002
190.08,148.389999,78.900002
189.0,146.949997,78.910004
183.089996,146.899994,76.660004
186.600008,148.729996,77.529999
182.78,152.630005,77.25
179.660004,150.479996,76.410004
178.97,150.630005,76.150002
178.229996,150.410004,75.699997
177.380004,149.270004,75.279999
178.300004,151.289993,76.169998
175.070008,149.949997,76.059998
173.300004,152.089996,76.220001
179.64,156.940002,78.519997
182.539992,160.630005,79.959999
185.22,160.979996,81.400002
190.149992,163.580002,82.480003
192.58,161.509995,81.93
194.809996,160.559998,82.370003
194.190004,161.309998,82.93
194.149992,159.949997,83.349998
192.740004,160.350006,84.239998
193.89,163.839996,83.019997
198.449996,165.089996,82.919998
197.869996,166.539993,83.809998
199.460008,166.860001,84.690002
198.78,165.089996,83.82
198.58,165.610001,83.650002
195.570008,164.190002,84.25
199.800004,164.880005,83.379997
199.740004,164.600006,83.559998
197.92,166.729996,83.830002
201.550004,166.889999,84.550003
202.729996,168.309998,85.510002
204.410004,170.369995,87.790001
204.229996,170.649994,87.790001
200.020004,169.059998,87.440002
201.240004,170.350006,87.230003
203.229996,170.729996,88.379997
201.75,171.070007,89.07
203.300004,172.279999,89.769997
205.210008,172.800003,90.160004
204.5,171.529999,90.080002
203.350008,170.160004,90.25
205.660004,171.520004,91.5
202.589996,168.910004,90.300003
207.22,169.979996,90.919998
208.839996,170.800003,90.110001
208.67,167.589996,90.650002
207.020004,168.929993,90.980003
207.740004,170.100006,99.110001
209.679992,168.770004,98.019997
208.78,166.0,96.650002
213.039992,165.960007,94.690002
208.429992,164.759995,95.379997
204.020004,170.080002,95.510002
193.339996,168.729996,93.699997
197.0,171.580002,95.339996
199.039992,174.0,95.220001
203.429992,179.059998,96.269997
200.990004,176.300003,96.300003
200.479996,175.539993,94.910004
208.97,176.050003,96.629997
202.75,171.029999,94.919998
201.740004,172.059998,95.529999
206.5,173.320007,96.519997
210.350008,176.869995,96.660004
210.36,175.389999,95.629997
212.64,179.199997,96.32
212.460008,178.729996,96.489998
202.64,175.270004,94.699997
206.490004,178.350006,96.5
204.160004,178.509995,96.089996
205.53,178.240005,97.07
209.009996,181.160004,97.699997
208.740004,180.910004,96.559998
205.699996,178.600006,96.769997
209.190004,178.919998,96.110001
213.28,173.570007,95.559998
213.259996,174.800003,95.739998
214.17,171.669998,94.160004
216.699996,164.429993,90.349998
223.589996,165.309998,90.980003
223.089996,166.139999,92.059998
218.75,167.039993,90.480003
219.899992,166.029999,89.419998
220.699996,168.839996,90.75
222.770004,168.470001,90.959999
220.960008,167.419998,91.559998
217.729996,166.210007,90.07
218.72,168.470001,90.809998
217.679992,169.229996,89.919998
221.03,171.619995,90.349998
219.89,172.369995,89.800003
218.820008,170.190002,88.370003
223.97,170.410004,88.419998
224.589996,165.440002,86.510002
218.960008,164.429993,84.32
220.820008,164.679993,84.669998
227.009996,168.210007,85.919998
227.059996,167.789993,85.849998
224.399992,170.75,84.910004
227.03,171.100006,85.849998
230.089996,170.009995,85.959999
236.210008,167.529999,86.360001
235.869996,167.339996,86.620003
235.320008,169.710007,86.449997
234.369996,172.759995,86.709999
235.28,175.720001,86.290001
236.410004,175.050003,86.029999
240.509996,176.009995,85.349998
239.960008,169.080002,83.459999
243.179992,169.089996,82.739998
243.58,163.25,83.18
246.58,163.410004,83.379997
249.050004,162.820007,83.599998
243.289992,164.75,84.129997
243.259996,165.360001,84.190002
248.759996,166.320007,84.559998
255.820008,167.559998,83.209999
257.5,160.589996,82.370003
257.130004,157.089996,81.889999
257.239992,158.600006,82.989998
259.429992,162.199997,81.949997
260.140016,164.960007,81.769997
262.200012,161.149994,82.43
261.959992,161.119995,83.32
264.47,161.600006,83.940002
262.640016,161.740005,84.379997
265.760008,162.080002,84.209999
267.100008,162.960007,84.019997
266.290008,166.0,83.660004
263.190004,166.360001,83.599998
262.010008,165.059998,82.300003
261.78,165.850006,83.019997
266.369996,165.720001,83.75
264.290008,166.360001,84.559998
267.839996,167.399994,85.769997
267.25,167.300003,85.43
264.160004,165.039993,84.57
259.450012,164.860001,84.82
261.739992,165.139999,85.400002
265.579988,160.440002,84.449997
270.709992,160.710007,86.32
266.920012,161.5,86.279999
268.480012,160.919998,86.040001
270.769988,161.779999,86.589996
271.459992,161.970001,88.209999
275.149992,160.5,88.669998
279.859984,161.399994,88.779999
280.410004,160.979996,88.129997
279.739992,159.389999,87.989998
280.019988,161.110001,88.519997
279.440004,161.009995,88.459999
284.0,162.199997,88.230003
284.269988,161.679993,88.519997
289.910004,161.380005,88.080002
289.799988,161.449997,88.129997
291.519988,160.960007,87.440002
293.649992,161.139999,87.919998
300.350008,161.630005,89.349998
297.429992,164.380005,88.830002
299.799988,166.919998,88.129997
298.390016,165.720001,87.860001
303.190004,165.889999,88.879997
309.630004,168.690002,90.529999
310.329988,167.300003,90.160004
316.959992,170.869995,91.080002
312.679992,168.339996,90.989998
311.339996,170.550003,91.540001
315.239992,172.860001,92.580002
318.730012,176.119995,93.620003
316.570008,176.940002,92.529999
317.700012,177.740005,92.529999
319.230012,177.039993,93.75
318.309996,179.660004,92.029999
308.950012,178.0,88.730003
317.690004,179.070007,88.599998
324.339996,179.419998,86.720001
323.869996,180.070007,85.839996
309.510008,177.0,84.830002
308.660004,176.029999,86.010002
318.850008,178.320007,88.379997
321.450012,176.690002,87.559998
325.209992,178.929993,86.150002
320.03,179.460007,86.419998
